ID del Beneficiario,Nombre del Beneficiario,Tipo de Crédito,Monto del Crédito,Destino del Crédito,Tipo de Empresa,Sector Económico,Ubicación (Departamento),Zona (Rural/Urbano),Fecha de Otorgamiento,Plazo del Crédito (meses),Tasa de Interés (%),Garantía,Estado del Crédito
297,Beneficiario_297,Po Joasá,324406144,Proyectos productivos rurales/urbanos,Pequeña Empresa,Agricultura Familiar Campesina,Alto Paraná,Semiurbano,2023-07-25,72,12.0,FOGAPY,En mora
298,Beneficiario_298,Yvy Ñamombarete Hagua,568753336,Cultivo sostenible de frutas y verduras,Pequeña Empresa,Forestal,Caazapá,Urbano,2023-04-11,72,18.0,FOGAMU,Activo
299,Beneficiario_299,Po Joasá,565648127,Recolección de aguas de lluvia,Microempresa,Agricultura Familiar Campesina,Asunción,Semiurbano,2023-09-02,24,13.0,FOGAMU,Activo
300,Beneficiario_300,Estudiantes y Técnicos Egresados de Escuelas Agropecuarias y Otros,544923045,Infraestructura sustentable,Microempresa,Industrial,Canindeyú,Semiurbano,2023-09-06,36,18.0,FOGAMU,Finalizado
301,Beneficiario_301,Turismo Rural,567627712,Ahorro obligatorio (Banca Comunal),Organización legalmente constituida,Artesanal,Guairá,Urbano,2023-06-17,48,13.0,FOGAMU,Finalizado
302,Beneficiario_302,Estudiantes y Técnicos Egresados de Escuelas Agropecuarias y Otros,178659917,Capital operativo,Pequeña Empresa,Agroindustrial,Amambay,Semiurbano,2023-07-15,96,10.0,FOGAMU,Finalizado
303,Beneficiario_303,Mbaretéra,335958254,Recolección de aguas de lluvia,Productor individual,Servicios,Central,Rural,2023-12-22,48,14.0,FOGAPY,En mora
304,Beneficiario_304,Yvy Ñamombarete Hagua,596954322,Capital operativo,Microempresa,Industrial,Misiones,Periurbano,2023-08-10,72,14.0,No tiene garantía,En mora
305,Beneficiario_305,Promandioca - CAH,332695336,Ahorro obligatorio (Banca Comunal),Microempresa,Comercio,Guairá,Urbano,2023-07-26,84,18.0,No tiene garantía,En mora
306,Beneficiario_306,Proagro CAH,383574205,Capital operativo,Microempresa,Agricultura Familiar Campesina,Canindeyú,Urbano,2023-01-03,60,14.0,FOGAMU,En mora
307,Beneficiario_307,Banca Comunal,487783243,Eficiencia energética,Productor individual,Turismo,Asunción,Semiurbano,2023-05-17,108,11.5,FOGAPY,Finalizado
308,Beneficiario_308,Promandioca - CAH,408182795,Cultivo sostenible de frutas y verduras,Productor individual,Turismo,Guairá,Periurbano,2023-09-05,84,13.0,FOGAMU,En mora
309,Beneficiario_309,Para Micro y Pequeñas Empresas,96015902,Eficiencia energética,Pequeña Empresa,Turismo,Cordillera,Urbano,2023-09-15,36,14.0,FOGAPY,Activo
310,Beneficiario_310,Estudiantes y Técnicos Egresados de Escuelas Agropecuarias y Otros,410958334,Capital operativo,Organización legalmente constituida,Servicios,San Pedro,Rural,2023-01-14,36,15.0,FOGAPY,Finalizado
311,Beneficiario_311,Proagro Banana,735188438,Cosecha y almacenamiento,Pequeña Empresa,Comercio,Misiones,Periurbano,2023-01-11,60,11.5,No tiene garantía,Activo
312,Beneficiario_312,Promandioca - CAH,731775775,Otros,Organización legalmente constituida,Forestal,San Pedro,Rural,2023-10-09,96,11.5,FOGAPY,Activo
313,Beneficiario_313,CAH/Mercadeo,563200740,Cultivo sostenible de frutas y verduras,Pequeña Empresa,Forestal,Cordillera,Periurbano,2023-10-06,72,18.0,FOGAMU,En mora
314,Beneficiario_314,Ñepyrura 2.0,685783610,Infraestructura sustentable,Productor individual,Agropecuario,Caaguazú,Rural,2023-10-12,36,18.0,No tiene garantía,En mora
315,Beneficiario_315,Turismo Rural,12025996,Energías renovables,Microempresa,Forestal,Caazapá,Periurbano,2023-06-23,108,14.0,FOGAMU,Activo
316,Beneficiario_316,Inversión Productiva,627169267,Tratamiento de residuos sólidos y líquidos,Organización legalmente constituida,Artesanal,Boquerón,Rural,2023-09-27,120,11.5,No tiene garantía,En mora
317,Beneficiario_317,Inversión Productiva 2.0 - FOGAPY,551962115,Desarrollo de microemprendimientos,Organización legalmente constituida,Agropecuario,Alto Paraná,Urbano,2023-03-19,24,12.0,FOGAPY,En mora
318,Beneficiario_318,Crédito a Través del Descuento de Documento (CDD),523611396,Tratamiento de residuos sólidos y líquidos,Productor individual,Agroindustrial,Boquerón,Periurbano,2023-07-10,60,12.0,No tiene garantía,Finalizado
319,Beneficiario_319,Juventud Emprendedora,111741836,Capital operativo,Microempresa,Forestal,Presidente Hayes,Periurbano,2023-08-14,48,12.0,FOGAPY,Finalizado
320,Beneficiario_320,Proagro CAH,265605871,Infraestructura sustentable,Organización legalmente constituida,Agricultura Familiar Campesina,Paraguarí,Rural,2023-01-03,72,13.0,No tiene garantía,En mora
321,Beneficiario_321,Estudiantes y Técnicos Egresados de Escuelas Agropecuarias y Otros,221208619,Ahorro obligatorio (Banca Comunal),Organización legalmente constituida,Agricultura Familiar Campesina,Canindeyú,Rural,2023-06-24,12,14.0,FOGAPY,Activo
322,Beneficiario_322,Po Joasá,213713750,Otros,Microempresa,Agroindustrial,Alto Paraguay,Semiurbano,2023-10-28,108,13.0,FOGAMU,Activo
323,Beneficiario_323,Proagro CAH,695767100,Tratamiento de residuos sólidos y líquidos,Pequeña Empresa,Artesanal,Central,Urbano,2023-10-16,60,10.0,FOGAPY,En mora
324,Beneficiario_324,Turismo Rural,135374759,Cosecha y almacenamiento,Organización legalmente constituida,Comercio,Amambay,Semiurbano,2023-09-08,108,14.0,FOGAPY,Finalizado
325,Beneficiario_325,Proagro CAH,435421233,Proyectos productivos rurales/urbanos,Organización legalmente constituida,Turismo,Cordillera,Rural,2023-09-10,120,12.0,No tiene garantía,Finalizado
326,Beneficiario_326,CAH/Mercadeo,636063442,Capital de inversión,Microempresa,Forestal,Asunción,Semiurbano,2023-05-23,120,15.0,FOGAPY,Finalizado
327,Beneficiario_327,Turismo Rural 2.0 - Sello Verde,16906361,Capital operativo,Pequeña Empresa,Forestal,Amambay,Urbano,2023-02-26,48,10.0,FOGAPY,Finalizado
328,Beneficiario_328,Para Micro y Pequeñas Empresas,693483508,Equipamiento turístico,Pequeña Empresa,Agropecuario,Caaguazú,Rural,2023-04-23,36,12.0,No tiene garantía,Finalizado
329,Beneficiario_329,Proagro CAH,175049889,Cultivo sostenible de frutas y verduras,Productor individual,Agroindustrial,Amambay,Periurbano,2023-12-24,84,12.0,No tiene garantía,En mora
330,Beneficiario_330,Po Joasá,672075796,Tratamiento de residuos sólidos y líquidos,Pequeña Empresa,Agricultura Familiar Campesina,Canindeyú,Rural,2023-12-08,12,10.0,No tiene garantía,Activo
331,Beneficiario_331,Po Joasá,549323566,Energías renovables,Productor individual,Comercio,Ñeembucú,Semiurbano,2023-12-27,24,10.0,FOGAMU,En mora
332,Beneficiario_332,Banca Comunal,626574776,Energías renovables,Microempresa,Forestal,Alto Paraná,Periurbano,2023-10-13,72,13.0,FOGAPY,Activo
333,Beneficiario_333,Promandioca - CAH,726014772,Otros,Productor individual,Servicios,Caaguazú,Periurbano,2023-04-27,48,18.0,FOGAMU,Finalizado
334,Beneficiario_334,Para Micro y Pequeñas Empresas,518083068,Equipamiento turístico,Microempresa,Artesanal,Caazapá,Semiurbano,2023-08-24,48,13.0,FOGAPY,En mora
335,Beneficiario_335,Banca Comunal,407289696,Ahorro obligatorio (Banca Comunal),Organización legalmente constituida,Comercio,Alto Paraguay,Periurbano,2023-02-10,72,12.0,FOGAMU,Finalizado
336,Beneficiario_336,Mbaretéra,341883687,Infraestructura sustentable,Pequeña Empresa,Agricultura Familiar Campesina,Alto Paraguay,Periurbano,2023-04-04,84,15.0,FOGAMU,Activo
337,Beneficiario_337,Kuña Ñamombarete Hagua - FOGAMU,166482335,Capital de inversión,Productor individual,Artesanal,Misiones,Rural,2023-03-20,36,10.0,FOGAMU,Activo
338,Beneficiario_338,CAH/Mercadeo,35531105,Cultivo sostenible de frutas y verduras,Microempresa,Forestal,Asunción,Periurbano,2023-01-08,108,11.5,No tiene garantía,Finalizado
339,Beneficiario_339,Turismo Rural,468824186,Infraestructura sustentable,Organización legalmente constituida,Turismo,Presidente Hayes,Semiurbano,2023-04-16,72,11.5,FOGAPY,Finalizado
340,Beneficiario_340,Inversión Productiva 2.0 - FOGAPY,604924631,Equipamiento turístico,Productor individual,Turismo,Paraguarí,Rural,2023-02-13,60,15.0,No tiene garantía,En mora
341,Beneficiario_341,Po Joasá,641411383,Eficiencia energética,Productor individual,Industrial,Boquerón,Periurbano,2023-01-06,48,11.5,FOGAMU,Finalizado
342,Beneficiario_342,Yvy Ñamombarete Hagua,430773521,Ahorro obligatorio (Banca Comunal),Pequeña Empresa,Agropecuario,Amambay,Urbano,2023-05-19,12,13.0,No tiene garantía,Activo
343,Beneficiario_343,Turismo Rural 2.0 - Sello Verde,497802236,Recolección de aguas de lluvia,Microempresa,Comercio,Ñeembucú,Periurbano,2023-02-24,120,13.0,FOGAMU,Finalizado
344,Beneficiario_344,Ñepyrura 2.0,254880382,Energías renovables,Organización legalmente constituida,Industrial,Ñeembucú,Semiurbano,2023-05-06,72,18.0,No tiene garantía,En mora
345,Beneficiario_345,Mujer Emprendedora,185446129,Recolección de aguas de lluvia,Microempresa,Agricultura Familiar Campesina,Alto Paraguay,Periurbano,2023-05-28,36,18.0,FOGAMU,Activo
346,Beneficiario_346,Mujer Emprendedora,169537423,Cultivo sostenible de frutas y verduras,Productor individual,Turismo,Canindeyú,Semiurbano,2023-10-20,12,11.5,FOGAPY,Activo
347,Beneficiario_347,Promandioca - CAH,181066882,Capital de inversión,Microempresa,Agricultura Familiar Campesina,Central,Periurbano,2023-09-15,60,15.0,FOGAPY,Finalizado
348,Beneficiario_348,Inversión Productiva,191273475,Recolección de aguas de lluvia,Microempresa,Turismo,Paraguarí,Periurbano,2023-10-07,48,11.5,FOGAPY,Finalizado
349,Beneficiario_349,Kuña Ñamombarete Hagua - FOGAMU,210372253,Capital operativo,Organización legalmente constituida,Servicios,Presidente Hayes,Urbano,2023-01-31,96,18.0,FOGAPY,En mora
350,Beneficiario_350,Proagro CAH,623198001,Tratamiento de residuos sólidos y líquidos,Organización legalmente constituida,Forestal,Caazapá,Rural,2023-11-16,24,11.5,FOGAPY,En mora
351,Beneficiario_351,Proagro CAH,376802608,Infraestructura sustentable,Microempresa,Servicios,Paraguarí,Semiurbano,2023-02-23,12,18.0,FOGAPY,Finalizado
352,Beneficiario_352,Mbaretéra,472408127,Cultivo sostenible de frutas y verduras,Pequeña Empresa,Agropecuario,Caazapá,Periurbano,2023-08-18,84,14.0,FOGAMU,Finalizado
353,Beneficiario_353,Proagro Banana,411941237,Tratamiento de residuos sólidos y líquidos,Microempresa,Forestal,Boquerón,Semiurbano,2023-07-03,72,15.0,No tiene garantía,En mora
354,Beneficiario_354,Kuña Ñamombarete Hagua - FOGAMU,653387445,Energías renovables,Microempresa,Agricultura Familiar Campesina,Alto Paraguay,Periurbano,2023-12-08,36,14.0,No tiene garantía,Activo
355,Beneficiario_355,Banca Comunal,11942344,Desarrollo de microemprendimientos,Pequeña Empresa,Forestal,Cordillera,Periurbano,2023-03-15,72,13.0,FOGAMU,Finalizado
356,Beneficiario_356,Proagro CAH,250261026,Cosecha y almacenamiento,Productor individual,Turismo,Ñeembucú,Periurbano,2023-10-23,96,14.0,FOGAPY,Finalizado
357,Beneficiario_357,Proagro Banana,30594360,Infraestructura sustentable,Productor individual,Agroindustrial,Cordillera,Rural,2023-02-24,120,11.5,No tiene garantía,En mora
358,Beneficiario_358,Para Micro y Pequeñas Empresas,658351381,Capital operativo,Productor individual,Industrial,Asunción,Rural,2023-09-23,12,11.5,No tiene garantía,Finalizado
359,Beneficiario_359,Promandioca - CAH,419305266,Tratamiento de residuos sólidos y líquidos,Pequeña Empresa,Industrial,Paraguarí,Periurbano,2023-01-10,24,11.5,FOGAMU,Activo
360,Beneficiario_360,Turismo Rural 2.0 - Sello Verde,467884673,Energías renovables,Organización legalmente constituida,Comercio,Central,Periurbano,2023-07-01,120,18.0,FOGAMU,En mora
361,Beneficiario_361,Turismo Rural 2.0 - Sello Verde,521446859,Cultivo sostenible de frutas y verduras,Productor individual,Agropecuario,Concepción,Rural,2023-06-15,96,12.0,FOGAPY,Finalizado
362,Beneficiario_362,Turismo Rural 2.0 - Sello Verde,421380935,Energías renovables,Organización legalmente constituida,Agroindustrial,Itapúa,Semiurbano,2023-06-10,96,12.0,FOGAPY,Activo
363,Beneficiario_363,Crédito a Través del Descuento de Documento (CDD),110732125,Eficiencia energética,Organización legalmente constituida,Servicios,Guairá,Urbano,2023-05-01,84,18.0,FOGAPY,Activo
364,Beneficiario_364,Kuña Ñamombarete Hagua - FOGAMU,342324755,Otros,Pequeña Empresa,Agricultura Familiar Campesina,Concepción,Rural,2023-12-26,48,13.0,FOGAPY,En mora
365,Beneficiario_365,CAH/Mercadeo,707767225,Capital operativo,Productor individual,Comercio,Presidente Hayes,Urbano,2023-07-25,108,14.0,No tiene garantía,Activo
366,Beneficiario_366,Estudiantes y Técnicos Egresados de Escuelas Agropecuarias y Otros,193763139,Cultivo sostenible de frutas y verduras,Microempresa,Servicios,Misiones,Urbano,2023-03-19,96,10.0,FOGAMU,Activo
367,Beneficiario_367,Turismo Rural,604381601,Otros,Microempresa,Forestal,Concepción,Periurbano,2023-09-03,108,11.5,FOGAPY,Finalizado
368,Beneficiario_368,Turismo Rural,309531205,Capital de inversión,Organización legalmente constituida,Comercio,Paraguarí,Urbano,2023-11-05,96,14.0,No tiene garantía,Finalizado
369,Beneficiario_369,Turismo Rural,408398175,Energías renovables,Microempresa,Artesanal,Paraguarí,Rural,2023-10-06,72,10.0,FOGAPY,Activo
370,Beneficiario_370,Banca Comunal,670140527,Proyectos productivos rurales/urbanos,Microempresa,Industrial,Ñeembucú,Semiurbano,2023-05-19,84,14.0,FOGAMU,En mora
371,Beneficiario_371,Yvy Ñamombarete Hagua,211707825,Desarrollo de microemprendimientos,Microempresa,Comercio,Concepción,Urbano,2023-04-14,12,10.0,FOGAMU,Finalizado
372,Beneficiario_372,Proagro Banana,522763330,Infraestructura sustentable,Pequeña Empresa,Agricultura Familiar Campesina,Itapúa,Periurbano,2023-08-03,120,12.0,FOGAMU,En mora
373,Beneficiario_373,Para Micro y Pequeñas Empresas,317944639,Capital de inversión,Organización legalmente constituida,Comercio,Caaguazú,Rural,2023-07-26,120,10.0,FOGAMU,En mora
374,Beneficiario_374,Proagro Banana,574375848,Proyectos productivos rurales/urbanos,Pequeña Empresa,Agropecuario,Guairá,Rural,2023-06-17,12,15.0,FOGAMU,Finalizado
375,Beneficiario_375,Para Micro y Pequeñas Empresas,640679161,Capital operativo,Productor individual,Industrial,Boquerón,Urbano,2023-10-06,12,14.0,FOGAMU,Activo
376,Beneficiario_376,Estudiantes y Técnicos Egresados de Escuelas Agropecuarias y Otros,345796413,Tratamiento de residuos sólidos y líquidos,Pequeña Empresa,Artesanal,Guairá,Periurbano,2023-02-06,72,13.0,FOGAPY,Finalizado
377,Beneficiario_377,Promandioca - CAH,251913087,Tratamiento de residuos sólidos y líquidos,Microempresa,Comercio,Amambay,Rural,2023-08-27,12,11.5,FOGAMU,En mora
378,Beneficiario_378,Para Micro y Pequeñas Empresas,55086225,Tratamiento de residuos sólidos y líquidos,Microempresa,Servicios,Boquerón,Semiurbano,2023-01-15,96,11.5,FOGAPY,En mora
379,Beneficiario_379,Po Joasá,202225753,Cultivo sostenible de frutas y verduras,Productor individual,Turismo,Guairá,Periurbano,2023-03-11,12,12.0,FOGAMU,Finalizado
380,Beneficiario_380,CAH/Mercadeo,410276886,Proyectos productivos rurales/urbanos,Microempresa,Turismo,Caaguazú,Urbano,2023-12-10,12,13.0,No tiene garantía,En mora
381,Beneficiario_381,Estudiantes y Técnicos Egresados de Escuelas Agropecuarias y Otros,26659450,Proyectos productivos rurales/urbanos,Productor individual,Artesanal,Presidente Hayes,Rural,2023-05-21,108,13.0,No tiene garantía,Activo
382,Beneficiario_382,Mbaretéra,638435227,Infraestructura sustentable,Organización legalmente constituida,Agropecuario,San Pedro,Rural,2023-07-20,72,12.0,FOGAPY,Activo
383,Beneficiario_383,Ñepyrura 2.0,440871152,Proyectos productivos rurales/urbanos,Pequeña Empresa,Agricultura Familiar Campesina,San Pedro,Urbano,2023-12-10,12,14.0,FOGAMU,Activo
384,Beneficiario_384,Po Joasá,549397563,Ahorro obligatorio (Banca Comunal),Organización legalmente constituida,Servicios,Alto Paraguay,Periurbano,2023-03-07,96,10.0,FOGAMU,Finalizado
385,Beneficiario_385,Mujer Emprendedora,713433389,Capital operativo,Pequeña Empresa,Turismo,San Pedro,Semiurbano,2023-05-12,12,15.0,FOGAMU,Activo
386,Beneficiario_386,Mbaretéra,29632821,Infraestructura sustentable,Productor individual,Artesanal,Central,Urbano,2023-11-27,60,13.0,No tiene garantía,En mora
387,Beneficiario_387,Kuña Ñamombarete Hagua - FOGAMU,514523580,Cultivo sostenible de frutas y verduras,Organización legalmente constituida,Agroindustrial,Presidente Hayes,Periurbano,2023-11-14,96,18.0,No tiene garantía,Finalizado
388,Beneficiario_388,Turismo Rural 2.0 - Sello Verde,191943472,Capital operativo,Microempresa,Industrial,Canindeyú,Urbano,2023-07-12,96,15.0,No tiene garantía,En mora
389,Beneficiario_389,Juventud Emprendedora,391887676,Cosecha y almacenamiento,Productor individual,Comercio,Canindeyú,Urbano,2023-08-18,96,15.0,FOGAPY,En mora
390,Beneficiario_390,Po Joasá,41624033,Ahorro obligatorio (Banca Comunal),Productor individual,Industrial,Concepción,Periurbano,2023-01-03,72,10.0,FOGAPY,Activo
391,Beneficiario_391,Promandioca - CAH,689446666,Cosecha y almacenamiento,Productor individual,Servicios,Paraguarí,Periurbano,2023-08-16,48,15.0,FOGAPY,Finalizado
392,Beneficiario_392,Proagro CAH,565851590,Recolección de aguas de lluvia,Productor individual,Servicios,Paraguarí,Semiurbano,2023-05-12,12,11.5,FOGAPY,Activo
393,Beneficiario_393,Mbaretéra,582124441,Capital operativo,Organización legalmente constituida,Comercio,Caazapá,Periurbano,2023-09-15,12,14.0,No tiene garantía,Activo
394,Beneficiario_394,Kuña Ñamombarete Hagua - FOGAMU,333817616,Proyectos productivos rurales/urbanos,Productor individual,Agricultura Familiar Campesina,Boquerón,Rural,2023-10-02,36,15.0,FOGAMU,En mora
395,Beneficiario_395,Crédito a Través del Descuento de Documento (CDD),68909230,Desarrollo de microemprendimientos,Organización legalmente constituida,Turismo,Concepción,Rural,2023-04-27,60,11.5,No tiene garantía,Activo
396,Beneficiario_396,Ñepyrura 2.0,665783033,Cosecha y almacenamiento,Productor individual,Servicios,Cordillera,Rural,2023-06-30,96,12.0,FOGAMU,En mora
397,Beneficiario_397,Banca Comunal,92001783,Ahorro obligatorio (Banca Comunal),Microempresa,Agropecuario,Itapúa,Rural,2023-01-03,12,13.0,FOGAPY,En mora
398,Beneficiario_398,Yvy Ñamombarete Hagua,310580423,Ahorro obligatorio (Banca Comunal),Organización legalmente constituida,Turismo,Itapúa,Rural,2023-08-22,120,18.0,FOGAPY,Activo
399,Beneficiario_399,Proagro Banana,311259114,Proyectos productivos rurales/urbanos,Microempresa,Agropecuario,Guairá,Periurbano,2023-12-05,48,13.0,FOGAPY,Finalizado
400,Beneficiario_400,Turismo Rural 2.0 - Sello Verde,208380655,Recolección de aguas de lluvia,Microempresa,Servicios,Concepción,Urbano,2023-01-08,24,15.0,FOGAPY,Activo
401,Beneficiario_401,Mbaretéra,207734240,Cosecha y almacenamiento,Microempresa,Agricultura Familiar Campesina,Concepción,Urbano,2023-07-06,48,11.5,FOGAPY,Activo
402,Beneficiario_402,Mujer Emprendedora,382551902,Capital operativo,Pequeña Empresa,Industrial,Alto Paraná,Periurbano,2023-11-14,72,11.5,No tiene garantía,En mora
403,Beneficiario_403,Mujer Emprendedora,383967531,Tratamiento de residuos sólidos y líquidos,Productor individual,Artesanal,Central,Semiurbano,2023-01-31,36,18.0,No tiene garantía,En mora
404,Beneficiario_404,Para Micro y Pequeñas Empresas,280689021,Otros,Pequeña Empresa,Artesanal,Caaguazú,Rural,2023-04-09,96,10.0,FOGAMU,Finalizado
405,Beneficiario_405,Proagro CAH,573606166,Energías renovables,Pequeña Empresa,Turismo,Amambay,Semiurbano,2023-11-03,120,18.0,FOGAPY,Activo
406,Beneficiario_406,Kuña Ñamombarete Hagua - FOGAMU,551008647,Cosecha y almacenamiento,Productor individual,Turismo,Central,Periurbano,2023-09-13,48,10.0,FOGAPY,Activo
407,Beneficiario_407,Inversión Productiva 2.0 - FOGAPY,484499995,Infraestructura sustentable,Organización legalmente constituida,Comercio,Presidente Hayes,Semiurbano,2023-09-30,108,12.0,FOGAMU,Finalizado
408,Beneficiario_408,Ñepyrura 2.0,210278310,Otros,Pequeña Empresa,Servicios,Caaguazú,Periurbano,2023-04-12,12,14.0,No tiene garantía,Activo
409,Beneficiario_409,Turismo Rural,134557454,Infraestructura sustentable,Pequeña Empresa,Forestal,Cordillera,Rural,2023-06-23,24,11.5,FOGAMU,Finalizado
410,Beneficiario_410,Para Micro y Pequeñas Empresas,653540803,Energías renovables,Organización legalmente constituida,Comercio,San Pedro,Urbano,2023-07-25,24,12.0,FOGAMU,Finalizado
411,Beneficiario_411,Turismo Rural,42050956,Energías renovables,Organización legalmente constituida,Comercio,Amambay,Urbano,2023-05-09,108,14.0,No tiene garantía,Activo
412,Beneficiario_412,Kuña Ñamombarete Hagua - FOGAMU,368559417,Capital de inversión,Productor individual,Forestal,Ñeembucú,Rural,2023-03-12,24,10.0,FOGAMU,En mora
413,Beneficiario_413,Mbaretéra,447807463,Capital de inversión,Productor individual,Artesanal,Misiones,Urbano,2023-12-09,72,13.0,FOGAPY,Finalizado
414,Beneficiario_414,Promandioca - CAH,552011911,Ahorro obligatorio (Banca Comunal),Productor individual,Turismo,Boquerón,Rural,2023-11-18,60,15.0,No tiene garantía,Activo
415,Beneficiario_415,Mujer Emprendedora,33527829,Tratamiento de residuos sólidos y líquidos,Productor individual,Turismo,Asunción,Semiurbano,2023-09-02,12,12.0,FOGAMU,Finalizado
416,Beneficiario_416,Estudiantes y Técnicos Egresados de Escuelas Agropecuarias y Otros,383522081,Cosecha y almacenamiento,Pequeña Empresa,Turismo,Caazapá,Semiurbano,2023-09-01,108,13.0,No tiene garantía,En mora
417,Beneficiario_417,Banca Comunal,267134784,Ahorro obligatorio (Banca Comunal),Microempresa,Agricultura Familiar Campesina,Guairá,Periurbano,2023-08-24,36,13.0,No tiene garantía,Activo
418,Beneficiario_418,Proagro CAH,543248361,Equipamiento turístico,Organización legalmente constituida,Agricultura Familiar Campesina,Cordillera,Semiurbano,2023-11-23,12,11.5,FOGAPY,En mora
419,Beneficiario_419,Proagro Banana,668083173,Capital operativo,Organización legalmente constituida,Agroindustrial,San Pedro,Urbano,2023-03-09,60,18.0,FOGAPY,Finalizado
420,Beneficiario_420,Turismo Rural,547466679,Infraestructura sustentable,Organización legalmente constituida,Turismo,Concepción,Periurbano,2023-07-24,60,10.0,No tiene garantía,Activo
421,Beneficiario_421,Turismo Rural,95923828,Equipamiento turístico,Organización legalmente constituida,Agroindustrial,Caazapá,Semiurbano,2023-10-04,84,18.0,FOGAPY,Finalizado
422,Beneficiario_422,Crédito a Través del Descuento de Documento (CDD),21049506,Tratamiento de residuos sólidos y líquidos,Pequeña Empresa,Agroindustrial,Amambay,Periurbano,2023-09-05,60,12.0,FOGAPY,Activo
423,Beneficiario_423,Proagro CAH,200165471,Cultivo sostenible de frutas y verduras,Productor individual,Turismo,Concepción,Rural,2023-09-28,48,12.0,No tiene garantía,En mora
424,Beneficiario_424,Ñepyrura 2.0,344028581,Proyectos productivos rurales/urbanos,Productor individual,Forestal,Paraguarí,Rural,2023-05-26,96,14.0,No tiene garantía,Activo
425,Beneficiario_425,Promandioca - CAH,218649365,Equipamiento turístico,Microempresa,Agricultura Familiar Campesina,Misiones,Urbano,2023-05-16,72,18.0,FOGAMU,En mora
426,Beneficiario_426,Juventud Emprendedora,44376211,Capital operativo,Pequeña Empresa,Forestal,Central,Periurbano,2023-07-16,96,12.0,FOGAMU,En mora
427,Beneficiario_427,Crédito a Través del Descuento de Documento (CDD),587857648,Infraestructura sustentable,Productor individual,Agricultura Familiar Campesina,Central,Periurbano,2023-08-12,96,13.0,FOGAPY,Finalizado
428,Beneficiario_428,Promandioca - CAH,436420784,Ahorro obligatorio (Banca Comunal),Microempresa,Servicios,Misiones,Periurbano,2023-03-18,108,12.0,No tiene garantía,Activo
429,Beneficiario_429,Proagro CAH,624118370,Recolección de aguas de lluvia,Pequeña Empresa,Servicios,Itapúa,Rural,2023-12-18,120,10.0,No tiene garantía,En mora
430,Beneficiario_430,Promandioca - CAH,128340442,Infraestructura sustentable,Productor individual,Agroindustrial,Itapúa,Urbano,2023-10-28,48,10.0,FOGAMU,Finalizado
431,Beneficiario_431,CAH/Mercadeo,287371676,Desarrollo de microemprendimientos,Pequeña Empresa,Comercio,Guairá,Periurbano,2023-01-04,108,12.0,FOGAPY,Activo
432,Beneficiario_432,Mbaretéra,195536580,Capital de inversión,Microempresa,Servicios,Asunción,Rural,2023-03-09,60,12.0,FOGAMU,Activo
433,Beneficiario_433,Crédito a Través del Descuento de Documento (CDD),517156352,Cultivo sostenible de frutas y verduras,Pequeña Empresa,Artesanal,Canindeyú,Periurbano,2023-12-14,84,15.0,FOGAMU,Activo
434,Beneficiario_434,CAH/Mercadeo,566461185,Ahorro obligatorio (Banca Comunal),Organización legalmente constituida,Artesanal,Cordillera,Semiurbano,2023-12-22,72,15.0,No tiene garantía,Activo
435,Beneficiario_435,Para Micro y Pequeñas Empresas,315202652,Desarrollo de microemprendimientos,Microempresa,Agricultura Familiar Campesina,Guairá,Rural,2023-10-06,12,13.0,No tiene garantía,En mora
436,Beneficiario_436,CAH/Mercadeo,147204410,Recolección de aguas de lluvia,Pequeña Empresa,Artesanal,Alto Paraguay,Rural,2023-07-20,48,10.0,No tiene garantía,Activo
437,Beneficiario_437,Kuña Ñamombarete Hagua - FOGAMU,653827950,Energías renovables,Microempresa,Turismo,Central,Periurbano,2023-03-19,120,12.0,FOGAPY,Finalizado
438,Beneficiario_438,Inversión Productiva 2.0 - FOGAPY,222073504,Capital de inversión,Pequeña Empresa,Industrial,Amambay,Urbano,2023-10-20,12,11.5,FOGAPY,En mora
439,Beneficiario_439,Crédito a Través del Descuento de Documento (CDD),562001416,Proyectos productivos rurales/urbanos,Productor individual,Industrial,Alto Paraguay,Periurbano,2023-08-29,36,10.0,FOGAMU,En mora
440,Beneficiario_440,Ñepyrura 2.0,211564253,Infraestructura sustentable,Organización legalmente constituida,Forestal,Boquerón,Rural,2023-11-11,84,14.0,FOGAMU,Finalizado
441,Beneficiario_441,Ñepyrura 2.0,478037366,Tratamiento de residuos sólidos y líquidos,Pequeña Empresa,Agricultura Familiar Campesina,Alto Paraguay,Semiurbano,2023-05-29,36,18.0,FOGAMU,Finalizado
442,Beneficiario_442,Proagro Banana,559100293,Eficiencia energética,Microempresa,Servicios,Presidente Hayes,Semiurbano,2023-06-18,24,15.0,FOGAMU,En mora
443,Beneficiario_443,Para Micro y Pequeñas Empresas,605022684,Ahorro obligatorio (Banca Comunal),Pequeña Empresa,Comercio,Paraguarí,Periurbano,2023-07-27,60,11.5,FOGAPY,En mora
444,Beneficiario_444,Mujer Emprendedora,512047246,Desarrollo de microemprendimientos,Productor individual,Agropecuario,Caaguazú,Periurbano,2023-09-07,108,15.0,FOGAMU,Activo
445,Beneficiario_445,Inversión Productiva,195117551,Recolección de aguas de lluvia,Organización legalmente constituida,Industrial,Ñeembucú,Semiurbano,2023-10-16,120,13.0,FOGAMU,Activo
